DOCID|REFERENCE|ETABLISSEMENT|RESEAU|CONTACT|EMAILCONTACT|SITEWEB|TELEPHONE|FAX|HANDICAPS|CODEPOSTAL|ADRESSE|REGION|DEPARTEMENT|VILLE|ACTIVIT
83125|2013-08515|Hôtel Hilton|Tourisme et Handicap|Mme Schlaipfer|katharina.schlaipfer@hilton.com|http://www.hilton-strasbourg.com|388374130|388368327|auditif ; mental ; moteur|67000|Avenue Herrenschmidt|Grand Est|BAS-RHIN|STRASBOURG|Hôtel
83128|2013-08518|Hôtel Ibis Centre Gare Strasbourg|Tourisme et Handicap|M. Coquaz|h3018@accor.com|http://www.ibishotel.com|388239898|388239899|mental ; moteur|67000|10 place de la Gare|Grand Est|BAS-RHIN|STRASBOURG|Hôtel
83135|2013-08525|Musée Alsacien|Tourisme et Handicap|M. Ries|isabelle.bulle@strasbourg.eu|http://www.musees.strasbourg.eu|388525001|388436418|auditif ; mental|67000|23 quai St Nicolas|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83136|2013-08526|Musée d'Art Moderne et Contemporain|Tourisme et Handicap|M. Ries||http://www.musees-strasbourg.eu|388233131|388233132|auditif ; mental ; moteur|67000|1 place Hans-Jean Arp|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83137|2013-08527|Musée de l'ŒOeuvre Notre dame|Tourisme et Handicap|M. Ries||http://www.musees-strasbourg.eu|388525000||auditif ; mental|67000|3 place du château|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83138|2013-08528|Musée Archéologique de Strasbourg|Tourisme et Handicap|M. Ries||http://www.musees-strasbourg.eu|388525000||auditif ; mental ; moteur|67000|Palais Rohan 2 place du Château|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83139|2013-08529|Musée des Arts Décoratifs|Tourisme et Handicap|M. Ries||http://www.musees-strasbourg.eu|388525000||auditif ; mental|67000|Palais Rohan 2 place du Château|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83140|2013-08530|Musée des Beaux Arts de Strasbourg|Tourisme et Handicap|M. Ries||http://www.musees-strasbourg.eu|388525000||auditif ; mental|67000|Palais Rohan 2 place du Château|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83141|2013-08531|Musée Historique de la Ville de Strasbourg|Tourisme et Handicap|M. Ries||http://www.musees-strasbourg.eu|388525000||mental ; moteur|67000|2 rue du Vieux Marché aux Poissons|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83142|2013-08532|Musée Tomi Ungerer|Tourisme et Handicap|M. Ries|Therese.willer@strasbourg.eu|http://www.musees-strasbourg.EU|388885050|369063728|mental ; moteur|67000|2 avenue de la Marseillaise|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83143|2013-08533|Musée Zoologique|Tourisme et Handicap|M. Ries||http://www.musees.strasbourg.eu|368850485||auditif ; mental|67000|29 bd de la Victoire|Grand Est|BAS-RHIN|STRASBOURG|Lieu de visite
83147|2013-08537|Brasserie Le Dix|Tourisme et Handicap|M. Dellaleau||http://www.restaurantledix.com|388322271||auditif ; moteur ; mental ; visuel|67000|10 place de la Gare|Grand Est|BAS-RHIN|STRASBOURG|Restaurant
83148|2013-08538|Salon de Thé Les Jardins de la Ferme Bleue|Tourisme et Handicap|M. Soulier/ M. Cura|jardinsdelafermebleue@wanadoo.fr|http://www.jardinsdelafermebleue.com|388728435||auditif ; mental|67110|21 rue Principale|Grand Est|BAS-RHIN|UTTEHOFFEN|Restaurant
83153|2013-08543|Gîte Le Rucher|Tourisme et Handicap|Mme Billmann|lerucher.plantes@gmail.com|http://www.gite-nature-le-rucher.com|388944749||auditif ; mental ; moteur|67510|8 rue de Lembach|Grand Est|BAS-RHIN|WINGEN LEMBACH|Meublé de tourisme
83154|2013-08544|Musée Lalique|Tourisme et Handicap|M. Gaston Dann|info@musee-lalique.com|http://www.musee-lalique.com|388890814|388034275|mental ; moteur|67290|Rue du Hochberg|Grand Est|BAS-RHIN|WINGEN SUR MODER|Lieu de visite
83157|2013-08547|Domaine Pierre Adam|Tourisme et Handicap|M. R. Adam|info@domaine-adam.com|http://www.domaine-adam.com|389782307|389473968|auditif ; mental ; moteur ; visuel|68770|8 rue du Lieutenant Louis Mourier|Grand Est|HAUT-RHIN|AMMERSCHWIHR|Lieu de visite
83158|2013-08548|Chambres d'hôtes du Vignoble|Tourisme et Handicap|M. Adam|info@domaine-adam.com|http://www.domaine-adam.com|389782307|389473968|auditif ; mental ; moteur|68770|8 rue du Lieutenant Louis Mourier|Grand Est|HAUT-RHIN|AMMERSCHWIHR|Chambre d'hôtes
83159|2013-08549|Gîte Les Agapes|Tourisme et Handicap|M. Meistermann|meistermann.christian@orange.fr|http://www.gites-de-france-alsace.com|389805760||auditif ; moteur ; mental|68150|Aubure|Grand Est|HAUT-RHIN|AUBURE|Meublé de tourisme
83161|2013-08551|Chambres et tables d'hôtes Le Clos des Raisins|Tourisme et Handicap|M. Kruger|closdesraisins@orange.fr|http://www.clos-des-raisins.com|389794511||auditif ; mental ; moteur ; visuel|68980|5 rue des Raisins|Grand Est|HAUT-RHIN|BEBLENHEIM|Chambre d'hôtes
83164|2013-08554|Les Gîtes des 2 rives  4887|Tourisme et Handicap|M. Ferder|c.ferder@hotmail.fr|http://www.gitesdesdeuxrives.com|369030218||auditif ; mental|68600|12 place des Ecoles|Grand Est|HAUT-RHIN|BIESHEIM|Meublé de tourisme
83165|2013-08555|Les Gîtes des 2 rives 4888|Tourisme et Handicap|M. Ferder|c.ferder@hotmail.fr|http://www.gitesdesdeuxrives.com|369030218||auditif ; mental|68600|12 place des Ecoles|Grand Est|HAUT-RHIN|BIESHEIM|Meublé de tourisme
83166|2013-08556|Gîtes des 2 Rives n4889|Tourisme et Handicap|M. Ferder|c.ferder@hotmail.fr|http://www.gitesdesdeuxrives.com|369030218||auditif ; mental ; moteur ; visuel|68600|12 Place de l'Ecole|Grand Est|HAUT-RHIN|BIESHEIM|Meublé de tourisme
83167|2013-08557|Gite de M. Gonzalès|Tourisme et Handicap|M. Jean Pierre Gonzalès|reservation@tourisme68.com|http://www.gites-de-france-alsace.fr|0389303530/31|389416671|auditif ; mental|68620|9 Rue Haute  10 rue des Tulipes 68700 Cernay|Grand Est|HAUT-RHIN|BITSCHWILLER-LES-THANN|Meublé de tourisme
83169|2013-08559|Ferme auberge Christlesgut|Tourisme et Handicap|Mme Monod|contact@christlesgut.com|http://www.christlesgut.com|389775111|389775356|auditif ; mental ; moteur ; visuel|68380|162 Christlesgut|Grand Est|HAUT-RHIN|BREITENBACH|Restaurant
83170|2013-08560|Meublé de Tourisme|Tourisme et Handicap|M. Robert Hazoume|robert.hazoume@free.fr|http://www.gite-handicape-bretten.fr .|389269464||auditif ; visuel ; moteur ; mental|68780|6 rue d'Eteimbes|Grand Est|HAUT-RHIN|BRETTEN|Meublé de tourisme
83171|2013-08561|Meublé Les Bleuets|Tourisme et Handicap|M. Grossmann|dominique.grossmann@neuf.fr|http://www.locationdutilleul.perso.sfr.fr|389489543||auditif ; mental|68520|25 rue de la Gare|Grand Est|HAUT-RHIN|BURNHAUPT LE HAUT|Meublé de tourisme
83172|2013-08562|Cafétéria et Capitainerie du Port de Plaisance de Colmar|Tourisme et Handicap|M. Jacquey|port-plai@colmar.cci.fr|http://www.colmar.cci.fr|389208220|389208230|auditif ; mental ; moteur|68000|6 rue du Canal|Grand Est|HAUT-RHIN|COLMAR|Café, bar, brasserie
83173|2013-08563|Cave Wolfberger|Tourisme et Handicap|M. Bertrand Dufour|boutique-colmar@wolfberger.com|http://www.wolfberger.com|389304070|389797825|mental ; moteur|68000|5 Chemin de la Fecht|Grand Est|HAUT-RHIN|COLMAR|Lieu de visite
83179|2013-08569|Musée du Jouet|Tourisme et Handicap|M.Nock|museejouet@calixo.net|http://www.museejouet.com|389419310||mental ; moteur|68000|40 rue Vauban|Grand Est|HAUT-RHIN|COLMAR|Lieu de visite
83180|2013-08570|Musée d'Unterlinden|Tourisme et Handicap|Mme Lenotre|info@musee-unterlinden.com|http://www.musee-unterlinden.com|389201551||mental ; moteur|68000|Place d'Unterlinden|Grand Est|HAUT-RHIN|COLMAR|Lieu de visite
83182|2013-08572|Piscine Aqualia|Tourisme et Handicap|Mme Pioget|piscines@ville-colmar.com|http://www.colmar.fr|389246600||auditif ; mental ; moteur|68000|7 rue du Pigeon|Grand Est|HAUT-RHIN|COLMAR|Sport de nature
83183|2013-08573|Port de Plaisance de Colmar|Tourisme et Handicap|M. Jacquey|port-plai@colmar.cci.fr|http://www.colmar.cci.fr|389208220|389208230|auditif ; mental ; moteur|68000|6 rue du Canal|Grand Est|HAUT-RHIN|COLMAR|
83184|2013-08574|Restaurant Bartholdi|Tourisme et Handicap|M. Roland Foit|infos@restaurant-bartholdi.fr|http://www.restaurant-bartholdi.fr|389410774|389411465|auditif ; mental|68000|2 Rue des Boulangers|Grand Est|HAUT-RHIN|COLMAR|Restaurant
83187|2013-08577|Théâtre Municipal de Colmar|Tourisme et Handicap|M. Sala|theatre@ville-colmar.com|http://www.theatre.colmar.fr|389202902|389202900|auditif ; mental ; moteur ; visuel|68000|3 rue d'Unterlinden|Grand Est|HAUT-RHIN|COLMAR|
83188|2013-08578|Gite de Louis|Tourisme et Handicap|M. Jean Marc Zwingelstein|gites.zwingelstein@gmail.com|http://www.gites-zwingelstein.fr|389829808|389829808|auditif ; mental ; moteur ; visuel|68290|24 rue du BM 11|Grand Est|HAUT-RHIN|DOLLEREN|Meublé de tourisme
83189|2013-08579|Gîte des Roses|Tourisme et Handicap|Mme Zwingelstein|gites.zwingelstein@gmail.com|http://www.gites-zwingelstein.fr|389829808||auditif ; mental ; moteur|68290|26 rue du BM11|Grand Est|HAUT-RHIN|DOLLEREN|Meublé de tourisme
83190|2013-08580|Cave vinicole Domaine Charles BAUR|Tourisme et Handicap|Mme Brigitte Baur|cave@vinscharlesbaur.fr|http://www.vinscharlesbaur.fr|389413249|389415579|mental ; moteur ; visuel|68420|29 Grand'Rue|Grand Est|HAUT-RHIN|EGUISHEIM|Lieu de visite
83191|2013-08581|Auberge des 3 Châteaux|Tourisme et Handicap|M. Wolff|contact@auberge-3-chateaux.com|http://www.auberge-3-chateaux.com|389237061|389237288|auditif ; mental ; visuel|68420|26 Grand'Rue|Grand Est|HAUT-RHIN|EGUISHEIM|Restaurant
83192|2013-08582|Association Libre|Tourisme et Handicap|M. Frieh|libre.michel@orange.fr|http://www.libre.asso.fr|389771827|389775237|auditif ; mental ; moteur ; visuel|68140|106 Geisbach|Grand Est|HAUT-RHIN|ESCHBACH AU VAL|Sport de nature
83197|2013-08587|Hôtel restaurant Domaine du Lac|Tourisme et Handicap|M. Pierre Irion|contact@domainedulac-alsace.com|http://www.domainedulac-alsace.com|389761500|389741463|mental|68500|244 rue de la République|Grand Est|HAUT-RHIN|GUEBWILLER|Hôtel-restaurant
83198|2013-08588|Office de Tourisme Guebwiller - Soultz et les Pays du Florival|Tourisme et Handicap|Mme Chefdeville|info@tourisme-guebwiller.fr|http://www.tourisme-guebwiller.fr|389761063|389765272|auditif ; mental ; moteur ; visuel|68500|45 rue de la République|Grand Est|HAUT-RHIN|GUEBWILLER|Office de tourisme
83199|2013-08589|Restaurant Le Bratzala|Tourisme et Handicap|M. Raymond Ziegler|raymond.ziegler@wanadoo.fr||389286078||auditif ; mental ; visuel|68500|32 rue de l'Eglise|Grand Est|HAUT-RHIN|GUEBWILLER|Restaurant
83200|2013-08590|Maison du Fromage-Vallée du Munster|Tourisme et Handicap|M. Damien Mougin|info@mdf-munster.fr|http://www.maisondufromage-munster.com|389779000||mental ; moteur|68140|23 Route de Munster|Grand Est|HAUT-RHIN|GUNSBACH|Lieu de visite
83203|2013-08593|Musée du Textile de Haute Alsace|Tourisme et Handicap|M. François Tacquard|info@parc-wesserling.fr|http://www.parc-wesserling.fr|389382808|389826832|mental|68470|Rue du Parc|Grand Est|HAUT-RHIN|HUSSEREN WESSERLING|Lieu de visite
83204|2013-08594|Chambres d'Hôtes Les Jardins du Temps|Tourisme et Handicap|M. Alain Koeberlé|contact@jardins-du-temps.fr|http://www.jardins-du-temps.fr|389522896|389359303|auditif|68110|81 rue des Vosges|Grand Est|HAUT-RHIN|ILLZACH|Chambre d'hôtes
83205|2013-08595|Camping Le Florival|Tourisme et Handicap|M. Jung|contact@camping-leflorival.com|http://www.camping-leflorival.com|389742047|389621220|auditif ; mental ; visuel|68500|Route de Soultz|Grand Est|HAUT-RHIN|ISSENHEIM|Camping
83208|2013-08598|Espace Nautique Arc-en-Ciel|Tourisme et Handicap|M. Bleu|espace.nautique@cc-kaysersberg.fr|http://espace-nautique-ccvk.fr|89782627||mental|68240|31 rue du Geisbourg|Grand Est|HAUT-RHIN|KAYSERSBERG|Sport de nature
83211|2013-08601|Centre récré-actif OKIDOK|Tourisme et Handicap|M. Ronny Kikano|info@okidok.fr, direction@okidok.fr|http://www.okidok.fr|389504944|389539916|auditif ; mental ; moteur ; visuel|68260|155b rue de Richwiller|Grand Est|HAUT-RHIN|KINGERSHEIM|
83212|2013-08602|Chambre d'hôtes La Moraine du Lac|Tourisme et Handicap|M. Grunenwald|gt.locations.kruth@wanadoo.fr|http://www.gt-locations-loisirs.com|389822705||auditif ; visuel ; mental|68820|Annexe Hof|Grand Est|HAUT-RHIN|KRUTH|Chambre d'hôtes
83213|2013-08603|Ferme auberge Schafert|Tourisme et Handicap|M. Sifferlen|||389822546|389822546|auditif ; mental|68820||Grand Est|HAUT-RHIN|KRUTH|Restaurant
83219|2013-08609|Gite Bleu de l'hôtel résidence Etang du Devin|Tourisme et Handicap|Mme Brunstein|info@etangdevin.com|http://www.etangdevin.com|389472029||auditif ; mental ; visuel|68650|105 Etang du Devin|Grand Est|HAUT-RHIN|LAPOUTROIE|Meublé de tourisme
83220|2013-08610|Musée des Eaux de Vie|Tourisme et Handicap|Mme Monette de Miscault|rene.de.miscault@wanadoo.fr|http://www.musee-eaux-de-vie.com|389475026|389472224|mental ; moteur ; visuel|68650|85 rue du Général Dufieux|Grand Est|HAUT-RHIN|LAPOUTROIE|Lieu de visite
83221|2013-08611|Ferme auberge Hahnenbrunnen|Tourisme et Handicap|M. Schickel||http://www.fermeauberge-hahnenbrunnen.fr|389776899|389776899|auditif ; mental ; moteur ; visuel|68610|Ferme auberge Hahnenbrunnen|Grand Est|HAUT-RHIN|LAUTENBACH|Restaurant
83223|2013-08613|Ferme auberge du Treh|Tourisme et Handicap|M. Deybach||http://www.fermeauberge-treh.fr|389391679|389391679|auditif ; mental ; moteur|68610||Grand Est|HAUT-RHIN|MARKSTEIN (LE)|Restaurant
83224|2013-08614|Centre ODCVL La Fermeraie|Tourisme et Handicap|M. David Croquet|fermeraie@centres-odcvl.org|http://www.fermeraie-odcvl.org|389773172|389770790|auditif ; mental ; visuel|68140|10 Chemin des Cigognes|Grand Est|HAUT-RHIN|LUTTENBACH-PRES-MUNSTER|Hébergement collectif
83226|2013-08616|Centre International de Séjour Ethic Etapes - Mittelwihr|Tourisme et Handicap|M. Philippe Engel|c.mittelwihr@calixo.net|http://www.mittelwihr.com|389479309|389490225|mental ; moteur|68630|16 Rue du Bouxhof|Grand Est|HAUT-RHIN|MITTELWIHR|Hébergement collectif
83227|2013-08617|Gîte Le Cerisier n°HR 68G3992|Tourisme et Handicap|Mme Nicole Zirgel|baumann-zirgel@wanadoo.fr|http://www.baumann-zirgel.com|389479040|389490489|auditif ; mental ; moteur ; visuel|68630|5 rue du Vignoble|Grand Est|HAUT-RHIN|MITTELWIHR|Meublé de tourisme
83228|2013-08618|Gîte Picasso (68G3094) - Mme Zirgel-Kaddachi|Tourisme et Handicap|Mme Julie Zirgel-kaddachi|julie_zirgel@yahoo.fr|http://www.baumann-zirgel.com|624291271|389490489|auditif ; mental ; moteur|68630|31 Rue du Boxhof|Grand Est|HAUT-RHIN|MITTELWHIR|Meublé de tourisme
83232|2013-08622|Cité de L'Automobile - Collection Schlumpf|Tourisme et Handicap|M. Martin Bigu-Duval|message@collection-schlumpf.com|http://www.citedelautomobile.com|389332323|389320809|mental ; moteur|68051|192 Avenue de Colmar BP 1096|Grand Est|HAUT-RHIN|MULHOUSE|Lieu de visite
83233|2013-08623|Hôtel B&B Mulhouse Centre|Tourisme et Handicap|M. Antoine Wyart|bb_4518@hotelbb.com|http://hotelbb.com|892702215|389376960|mental|68100|38-40 avenue de Colmar|Grand Est|HAUT-RHIN|MULHOUSE|Hôtel
83235|2013-08625|Hôtel  Holiday Inn|Tourisme et Handicap|M. François|contact@holidayinn-mulhouse.fr|http://www.holidayinn.com|389604444|389605555|mental ; moteur|68200|34 rue Paul Cézanne|Grand Est|HAUT-RHIN|MULHOUSE|Hôtel
83238|2013-08628|Office de Tourisme et des Congrès de Mulhouse et sa région|Tourisme et Handicap|Mme. Marie Garcin-Zaier|info@tourisme-mulhouse.com|http://www.tourisme-mulhouse.com|389354848|389456616|auditif ; mental ; moteur ; visuel|68100|1 avenue Robert Schuman|Grand Est|HAUT-RHIN|MULHOUSE|Office de tourisme
83243|2013-08633|Restaurant Subway|Tourisme et Handicap|Mlle. Robichon et M.Ebel|subway.mulhouse@hotmail.fr|http://www.subwayfrance.fr|389453028||auditif ; mental ; moteur ; visuel|68100|5 rue du Sauvage|Grand Est|HAUT-RHIN|MULHOUSE|Restaurant
83246|2013-08636|Gite du Parc 68G2881|Tourisme et Handicap|Mme Laurence Schneider|francis.schneider2@wanadoo.fr||0389772122/0620855612|389770098|auditif ; visuel ; moteur ; mental|68140|10B Chemin du Parc|Grand Est|HAUT-RHIN|MUNSTER|Meublé de tourisme
83248|2013-08638|La Maison de Kleebach|Tourisme et Handicap|Mme Jean|info@maisondukleebach.org|http://maisondukleebach.org|389777500|389777499|mental ; moteur|68140|5 route du Kleebach|Grand Est|HAUT-RHIN|MUNSTER|Hébergement collectif
83256|2013-08646|Hôtel restaurant Les Bruyères|Tourisme et Handicap|M. Laurent Beaulieu|info@auxbruyeres.com|http://www.auxbruyeres.com|389712036|389713530|mental ; moteur|68370|35 rue Charles de Gaulle|Grand Est|HAUT-RHIN|ORBEY|Hôtel
83257|2013-08647|Restaurant Au Bois Le  Sire|Tourisme et Handicap|Mme Isabelle Saulnier|boislesire@bois-le-sire.fr|http://www.bois-le-sire.fr|389712525|389713075|auditif ; mental ; moteur|68370|20 rue Charles de Gaulle|Grand Est|HAUT-RHIN|ORBEY|Restaurant
83258|2013-08648|Le Grand Gîte des Mesanges|Tourisme et Handicap|Mme Hartmann|hartmannedith1@gmail.com|http://gites-alsace-68.fr|389762417||auditif ; moteur|68500|2 rue des Mésanges|Grand Est|HAUT-RHIN|ORSCHWIHR|Meublé de tourisme
83259|2013-08649|Cave Vinicole de Pfaffenheim|Tourisme et Handicap|M. Raynaud|cave@pfaffenheim.com|http://www.pfaffenheim.com|389780808|389497165|auditif ; mental|68250|5 rue du Chai|Grand Est|HAUT-RHIN|PFAFFENHEIM|Lieu de visite
83260|2013-08650|Chambres d'Hôtes Les Puits|Tourisme et Handicap|M. Fernand Fest|lespuits68@gmail.com|http://www.chambresdhotes-lespuits.com|611456955||auditif ; visuel ; moteur ; mental|68840|2 Cité Rodolphe|Grand Est|HAUT-RHIN|PULVERSHEIM|Chambre d'hôtes
83262|2013-08652|Auberge Au Zahnacker|Tourisme et Handicap|M. Leiser|info@restaurant-zahnacker.fr||389736077|389736661|auditif ; mental|68150|8 avenue du Général de Gaulle|Grand Est|HAUT-RHIN|RIBEAUVILLE|Restaurant
83263|2013-08653|Resort Barrière Ribeauvillé|Tourisme et Handicap|M. Jacques Levêque|ribeauville.reservation@lucienbarriere.com|http://www.resort-ribeauville.com|389734344|389713579|moteur ; mental|68151|Route Départementale 106 BP 50002|Grand Est|HAUT-RHIN|RIBEAUVILLE|Hôtel
83264|2013-08654|Restaurant Au Cheval Noir|Tourisme et Handicap|M. Leiser|chevalnoir.ribeauville@orange.fr||389733783|389733873|auditif ; mental|68150|2 avenue du Général de Gaulle|Grand Est|HAUT-RHIN|RIBEAUVILLE|Restaurant
83266|2013-08656|Restaurant A La Couronne|Tourisme et Handicap|M. Koeffer|restaurantalacouronne.koeffer@orange.fr||389490212||auditif ; mental|68340|13 rue de la Couronne|Grand Est|HAUT-RHIN|RIQUEWIHR|Restaurant
83268|2013-08658|Office de Tourisme du Canton de Rouffach|Tourisme et Handicap|M.Suhr|info@ot-rouffach.com|http://www.ot-rouffach.com|389785315|389497530|mental ; moteur|68250|12 A Place de la République|Grand Est|HAUT-RHIN|ROUFFACH|Office de tourisme
83271|2013-08661|Gîte de Ste Croix n°HR4729|Tourisme et Handicap|Mme Squizzato|squizzato.stoerkler@free.fr|http://www.gites-de-france-alsace.com|389220042||auditif ; mental|68127|8 rue de Neuf Brisach|Grand Est|HAUT-RHIN|SAINTE CROIX EN PLAINE|Meublé de tourisme
83273|2013-08663|Chalet Les Bleuets|Tourisme et Handicap|M. Creuzot|creuzot.gerard@neuf.fr|http://www.chaletdupetithaut.com|389588042||auditif ; mental ; visuel|68160|54b Petit Haut|Grand Est|HAUT-RHIN|SAINTE MARIE AUX MINES|Meublé de tourisme
83277|2013-08667|Office de Tourisme du Val d'Argent|Tourisme et Handicap|M.Rustenholz|tourisme@valdargent.com|http://www.valdargent.com|389588050|389588049|mental ; moteur|68160|86 rue Wilson|Grand Est|HAUT-RHIN|SAINTE MARIE AUX MINES|Office de tourisme
83279|2013-08669|Hôtel Golden Tulip|Tourisme et Handicap|M. Rhodes|reservations@goldentulipmulhousebasel.com|http://www.goldentulipmulhousebasel.com|389618787|389618840|mental ; moteur ; visuel|68390|RD 201  Ile Napoleon|Grand Est|HAUT-RHIN|SAUSHEIM|Hôtel
83280|2013-08670|Ferme auberge Hinteralfeld|Tourisme et Handicap|Mme Iltis|iltis.philippe@wanadoo.fr|http://www.ferme-auberge-du-hinteralfeld.com|389829844||auditif ; mental|68290|Route du Ballon|Grand Est|HAUT-RHIN|SEWEN|Restaurant
83281|2013-08671|Ferme auberge Sondernach Ried|Tourisme et Handicap|M. Schertzinger|contact@sondernachried.fr|http://www.sondernachried.fr|389775893||auditif ; mental|68380||Grand Est|HAUT-RHIN|SONDERNACH|Restaurant
83282|2013-08672|Office de Tourisme Guebwiller - Soultz et les Pays du Florival|Tourisme et Handicap|Mme Stéphanie Chefdeville|info@tourisme-guebwiller.fr|http://www.tourisme-guebwiller.fr|389768360|389765272|auditif ; mental ; moteur ; visuel|68360|14 rue de la République|Grand Est|HAUT-RHIN|SOULTZ|Office de tourisme
83284|2013-08674|Office de Tourisme du Pays de Thann - Cernay|Tourisme et Handicap|M. Moritz|thann@hautes-vosges-alsace.fr|http://www.hautes-vosges-alsace.fr|389379620|389370458|mental ; moteur|68800|7 allée de la 1ère Armée|Grand Est|HAUT-RHIN|THANN|Office de tourisme
